farmer_age,years_experience,land_acres,annual_farm_revenue,alt_income_source,alt_annual_income,total_annual_income,collateral_type,collateral_value,credit_score,loan_amount_requested,approved
41,20,31.88,895842.67,Dairy,129799.16,1025641.82,Land Title Deeds,2223692.87,531,835879.01,1
33,13,32.2,883787.93,Poultry,193083.34,1076871.27,Land Title Deeds,2045294.21,833,843417.13,1
23,0,90.98,1970184.23,Agri-Services,45947.89,2016132.13,Tractor/Machinery,576896.78,631,2365576.25,0
40,17,89.27,2147862.19,Retail Shop,67260.9,2215123.08,Land Title Deeds,7985273.41,681,2319650.05,1
31,9,7.58,289095.89,None,0,289095.89,Land Title Deeds,624185.4,365,274544.26,1
74,50,50.32,1441084.39,Agri-Services,132108.69,1573193.08,Land Title Deeds,3966850.46,651,1280878.49,1
26,4,32.32,669424,Dairy,174475.37,843899.37,None,0,409,883101.61,0
29,5,77.69,2327641.56,None,0,2327641.56,Land Title Deeds,6658715.63,425,2020676.71,1
28,8,26.46,531572,Dairy,198728.03,730300.03,Land Title Deeds,1563932.55,798,719851.45,1
47,23,72.54,2624510.02,Poultry,191277.47,2815787.49,Land Title Deeds,3782851.78,587,1869728.76,1
62,38,5,135732.6,None,0,135732.6,Land Title Deeds,442327.56,694,190740.97,1
41,20,24.3,797443.74,Dairy,55396.1,852839.85,Gold/Jewelry,366923.65,695,634369.04,1
56,33,23.58,666092.59,Dairy,144751.32,810843.9,None,0,798,665036.63,0
41,21,52.37,1615940.11,None,0,1615940.11,Tractor/Machinery,674327.49,763,1322278.71,1
34,11,32.84,699002.38,None,0,699002.38,None,0,768,841234.44,0
31,7,77.22,1509248.72,Government Pension,133335.21,1642583.93,Gold/Jewelry,241032.54,669,1984556.65,1
47,27,52.44,1504640.53,None,0,1504640.53,Land Title Deeds,2892150.96,705,1339767.04,1
57,34,80.16,2610160.61,None,0,2610160.61,Land Title Deeds,5644882.58,674,2034716.09,1
65,43,90.01,3073949.37,Dairy,189390.99,3263340.37,Land Title Deeds,8329638.81,555,2327895.71,1
30,6,93.83,2803799.13,Dairy,151495.98,2955295.12,Land Title Deeds,7444863.37,720,2410261.88,1
30,9,3.32,110152.92,Agri-Services,145668.49,255821.4,Land Title Deeds,212362.9,695,154765.04,1
64,40,42.04,1519537.71,None,0,1519537.71,Tractor/Machinery,868209.31,666,1137911.49,1
23,3,40.26,1390112.97,None,0,1390112.97,Land Title Deeds,2706386.79,767,1020311.52,1
25,1,56.16,1812077.03,Agri-Services,103078.93,1915155.96,Land Title Deeds,4107694.26,765,1428138.53,1
73,50,45.27,970784.51,Agri-Services,144617.03,1115401.53,Land Title Deeds,3807335.04,674,1223610.22,1
55,33,44.56,1193843.12,Agri-Services,101192.64,1295035.75,Land Title Deeds,4091628.41,585,1194909,1
72,48,89.63,2110578.52,None,0,2110578.52,Land Title Deeds,8282908.58,644,2308399.14,1
37,13,90.17,2412912.35,Retail Shop,83379.96,2496292.3,Land Title Deeds,7652032.53,585,2302791.24,1
44,22,3.52,169135.36,Poultry,137146.86,306282.22,Land Title Deeds,289075.13,708,109088.69,1
70,50,88.66,2463052.41,None,0,2463052.41,Land Title Deeds,5511697.93,578,2231153.53,1
55,35,97.76,2602224.28,Dairy,157348.78,2759573.06,Land Title Deeds,8355702.02,301,2527603.81,1
50,27,59.68,2160383.18,Agri-Services,115268.77,2275651.96,Land Title Deeds,3855989.43,480,1505822.23,1
45,25,40.51,1005859.77,Dairy,168388.27,1174248.05,Land Title Deeds,2727594.59,701,1106472.85,1
27,6,48.54,1321747.08,None,0,1321747.08,Land Title Deeds,2459781.07,613,1278833.52,1
46,26,72.5,2793972.71,None,0,2793972.71,Land Title Deeds,5917836.78,653,1873037.59,1
71,50,89.01,3104105.82,Dairy,193637.99,3297743.82,Fixed Deposit,190362.45,449,2273090.63,1
26,4,49,1279249.88,Dairy,116033.59,1395283.47,Land Title Deeds,2933703.08,738,1316382.45,1
26,3,31.38,750511.2,None,0,750511.2,Land Title Deeds,2744907.58,655,842627.28,1
57,36,55.31,2283739.85,Poultry,231613.03,2515352.88,Land Title Deeds,3131654.43,783,1412508.47,1
75,50,71.92,1670055.44,Dairy,190627.61,1860683.05,Land Title Deeds,5591511.06,638,1809002.58,1
48,25,55.82,1666332.46,Agri-Services,125358.31,1791690.77,Land Title Deeds,5538752.84,648,1461732.51,1
23,1,33.15,790035.64,Dairy,136023.24,926058.88,Tractor/Machinery,332415.36,707,852800.67,1
40,17,50.99,1122775.48,Dairy,179597.26,1302372.74,Land Title Deeds,4453509.32,635,1353673.82,1
75,50,33.24,1215472.84,None,0,1215472.84,Land Title Deeds,2790098.58,720,895291.83,1
66,44,22.13,805751.61,Poultry,149588.61,955340.23,Land Title Deeds,1391341.83,586,579721.04,1
38,14,45.82,1453564.39,Poultry,193839.98,1647404.37,Land Title Deeds,2486552.05,548,1177562.6,1
26,3,76.76,2035998.49,Poultry,98120.51,2134119.01,Land Title Deeds,5452758.68,605,1992792.08,1
55,34,81.41,2254163.28,Dairy,123679.99,2377843.27,Land Title Deeds,6822049.34,584,2104022.35,1
68,44,95.73,2866415.81,None,0,2866415.81,Land Title Deeds,4802158.61,615,2424652.23,1
27,4,87.26,1749243.09,Government Pension,131182.31,1880425.4,Land Title Deeds,7458741.28,694,2245967.32,1
47,23,82.32,2465877.37,None,0,2465877.37,Land Title Deeds,5740613.79,676,2129635.91,1
75,50,91.45,2243560.38,Agri-Services,83799.02,2327359.4,Land Title Deeds,4821476.59,683,2349412.02,1
66,46,76.82,1850263,None,0,1850263,Land Title Deeds,4722536.56,522,1971196.38,1
50,30,61.8,1594031.76,Government Pension,44903.97,1638935.73,Land Title Deeds,3615466.79,600,1630305.51,1
58,36,90.05,2254407.04,Dairy,157521.85,2411928.89,None,0,737,2333544.74,0
64,42,22.61,658412.34,Poultry,165773.47,824185.81,Tractor/Machinery,946657.22,596,655765.45,1
38,18,59.03,1406570.02,Dairy,151505.33,1558075.35,Gold/Jewelry,915296.27,437,1539272.25,1
56,35,46.47,1560525.74,None,0,1560525.74,None,0,488,1259915.81,0
72,50,20.07,741503.57,None,0,741503.57,Land Title Deeds,2006105.57,719,569045.59,1
23,3,34.57,746834.44,Dairy,138289.46,885123.9,Land Title Deeds,3309309.74,559,954066.89,1
64,44,15.41,620847.71,Dairy,121680.38,742528.09,Gold/Jewelry,616134.39,621,396744.82,1
60,38,54.74,1939855.34,None,0,1939855.34,Land Title Deeds,4660131.97,534,1461736.8,1
26,3,35.46,881065.03,Retail Shop,140709.12,1021774.14,Gold/Jewelry,151904.66,691,929903.37,1
71,48,50.01,1067601.36,Retail Shop,93793.33,1161394.69,Land Title Deeds,2528229.28,747,1297962.19,1
50,30,94.06,2052760.6,Dairy,137586.29,2190346.89,Land Title Deeds,5231841.59,782,2389551.15,1
39,18,57.3,2101315.85,Agri-Services,139117.19,2240433.04,Fixed Deposit,169996.97,695,1479260.85,1
67,45,11.13,401534.87,Agri-Services,98411.75,499946.62,Land Title Deeds,918840.98,564,297848.01,1
49,27,25.81,709782.38,None,0,709782.38,Land Title Deeds,2420444.96,579,701682.16,1
35,13,5.18,133696,Dairy,91950.45,225646.45,Land Title Deeds,393258.4,558,209658.13,1
63,39,38.14,969362.87,None,0,969362.87,Land Title Deeds,2080865.31,665,992491.07,1
46,26,8.19,261610.58,Dairy,128915.16,390525.73,Land Title Deeds,695493.05,752,241403.09,1
36,15,72.12,1362564.32,None,0,1362564.32,Land Title Deeds,5856615.03,732,1870557.61,1
75,50,9.41,323880.21,None,0,323880.21,Land Title Deeds,598831.59,721,254045.33,1
57,35,99.11,2768965.24,Agri-Services,111354.4,2880319.65,Land Title Deeds,5899946.11,566,2493012.87,1
63,39,42.86,1515807.78,Agri-Services,107118.22,1622926.01,Land Title Deeds,2468061.4,574,1100715.4,1
26,3,64.72,1925366.21,Dairy,66397.14,1991763.34,None,0,477,1632295.84,0
53,33,81.35,3498395.6,Agri-Services,56787.96,3555183.55,Tractor/Machinery,1478235.52,610,2128002.85,1
32,8,13.68,457193.78,None,0,457193.78,Land Title Deeds,1275172.09,809,437874.38,1
46,26,7.8,231813.77,Retail Shop,99848.88,331662.65,Land Title Deeds,658300.02,638,263462.05,1
43,23,2.64,114785.81,None,0,114785.81,Tractor/Machinery,586030.56,560,84588.48,1
71,49,93.92,2200461.07,None,0,2200461.07,Land Title Deeds,8236423.69,735,2358535.24,1
67,43,8.62,139374.91,Retail Shop,143663.39,283038.31,Land Title Deeds,537309.51,718,274066.6,1
29,6,77.9,2679360.66,None,0,2679360.66,Fixed Deposit,98742.83,648,2029243.41,1
64,41,93.23,3537849.85,Agri-Services,116324.19,3654174.05,Land Title Deeds,5914555.87,546,2343664.19,1
53,30,71.72,1975896.42,None,0,1975896.42,Land Title Deeds,4872319.33,671,1878805.7,1
72,49,4.63,131890.14,None,0,131890.14,Land Title Deeds,285330.8,850,177778.72,1
35,15,30.97,970377.84,Poultry,260904.3,1231282.14,None,0,618,797415.42,0
60,37,99.11,3936306.14,Poultry,92265.75,4028571.88,Land Title Deeds,7039046.33,498,2504976.23,1
68,45,34.45,922357.02,Agri-Services,81495.36,1003852.38,Fixed Deposit,279003.72,644,885163.7,1
36,14,47.01,1288626.97,Government Pension,136697.46,1425324.43,Land Title Deeds,3317264.13,618,1248023.08,1
70,48,76.62,2272063.23,None,0,2272063.23,Gold/Jewelry,955944.67,780,1969035.91,1
47,25,99.61,3233216.06,Government Pension,40395.03,3273611.09,Land Title Deeds,8149639.74,531,2500643.3,1
73,49,88.14,2744173.71,Poultry,271811.08,3015984.79,Land Title Deeds,7027363.48,680,2302610.94,1
32,8,61.98,1807624.74,Poultry,233345.33,2040970.06,Land Title Deeds,3616179.11,738,1561405.22,1
32,8,50.91,1221291.07,None,0,1221291.07,Tractor/Machinery,1498586.53,658,1364609.81,1
72,50,74.49,1874360.81,Poultry,203450.29,2077811.1,Land Title Deeds,6546167.83,567,1899366.96,1
70,50,56.06,1725474.12,Dairy,54443.42,1779917.53,Land Title Deeds,4249872.93,586,1493953.64,1
67,47,39.76,1645910.2,Dairy,74678.71,1720588.91,Gold/Jewelry,770044.08,671,1040345.73,1
63,42,27.4,931332.32,Poultry,151839.32,1083171.64,Land Title Deeds,2462703.11,590,715066.49,1
52,32,89.6,2869956.08,Dairy,127481.93,2997438.01,Land Title Deeds,4973312.91,428,2279122.58,1
73,50,96.87,1911642.41,Poultry,217434.43,2129076.84,Tractor/Machinery,1361081.04,808,2508198.79,1
72,49,69.4,2066729.09,Poultry,159026.2,2225755.28,Land Title Deeds,4296948.67,544,1751085.57,1
56,36,10.98,321399.75,None,0,321399.75,Land Title Deeds,905579.08,487,321309.35,1
55,32,6.96,239871.83,Dairy,137758.87,377630.7,Land Title Deeds,542122.33,714,238371.62,1
31,10,36.69,1381018.01,Agri-Services,134920.89,1515938.9,Land Title Deeds,1928631.11,501,996577.48,1
28,5,43.08,1487278.43,Dairy,148317.31,1635595.73,Land Title Deeds,3012207.07,700,1120143.07,1
60,40,64.71,2115904.26,Retail Shop,146733.76,2262638.02,None,0,533,1701274.17,0
53,29,60.93,1502522.74,None,0,1502522.74,Land Title Deeds,4673636.35,744,1601129.82,1
42,18,33.33,508979.73,Poultry,296245.75,805225.48,Tractor/Machinery,779249.58,676,884322.04,1
43,21,85.19,3030422.28,Poultry,268385.39,3298807.67,Land Title Deeds,7258236.45,512,2221789.15,1
58,36,54.38,1840364.53,Dairy,165559.23,2005923.76,Fixed Deposit,345567.42,741,1408168.86,1
36,16,62.46,2130543.4,Poultry,197571.87,2328115.26,Gold/Jewelry,706401.34,621,1600347.78,1
55,31,91.49,2445227.44,None,0,2445227.44,Land Title Deeds,7900533.17,789,2310881.01,1
31,10,16.26,552365.49,Poultry,221013.1,773378.59,Tractor/Machinery,545366.9,790,478733.93,1
34,14,60.54,2501315.2,Government Pension,76379.62,2577694.82,Land Title Deeds,5082615.85,586,1566419.61,1
48,25,14.26,300422.48,Dairy,94876.31,395298.78,Land Title Deeds,958079.32,711,433949.1,1
69,47,24.29,496295.33,Poultry,239733.79,736029.12,Land Title Deeds,2243739.24,593,661510.44,1
44,20,69.53,1883881.93,Dairy,152507.04,2036388.97,Gold/Jewelry,107570.87,518,1757227.07,1
51,28,25.45,810469.33,Agri-Services,67241.03,877710.36,None,0,627,661834.32,0
28,5,59.24,1992950.33,Dairy,161846.42,2154796.75,None,0,451,1575821.83,0
52,29,73.32,2102761.01,None,0,2102761.01,Land Title Deeds,4285678.23,578,1880276.93,1
58,36,46.25,1824524.98,Poultry,166506.1,1991031.08,Land Title Deeds,4320966.81,654,1253007.88,1
40,17,48.41,1703640.61,Dairy,152539.92,1856180.53,Gold/Jewelry,982122.6,502,1281842.94,1
52,30,74.31,1736478.28,None,0,1736478.28,Tractor/Machinery,809997.39,789,1894172.72,1
71,50,26.71,947929.87,None,0,947929.87,Land Title Deeds,2516554.45,515,708935.91,1
54,31,54.64,1184335.76,Dairy,140657.56,1324993.31,Tractor/Machinery,854488.24,635,1419632.97,1
70,46,56.85,1585860.9,None,0,1585860.9,None,0,669,1447448.55,0
52,28,21.52,580866,None,0,580866,Tractor/Machinery,1243557.02,598,583591.73,1
39,18,44.61,1021037.64,Dairy,129026.16,1150063.8,Land Title Deeds,3102549.87,639,1188039.07,1
57,34,60.4,1116086.67,None,0,1116086.67,Gold/Jewelry,774264.74,488,1538937.93,0
35,12,23.59,657499.85,None,0,657499.85,Land Title Deeds,1340178.39,704,643607.79,1
36,12,44.81,1458936.55,Dairy,190646.16,1649582.71,None,0,732,1170285.93,0
70,46,12.41,449653.45,Dairy,151456.88,601110.34,Land Title Deeds,1015328.64,533,401723.53,1
58,35,55.46,1711093.51,Poultry,169640.92,1880734.43,Land Title Deeds,5228761.42,654,1469166.75,1
39,18,90.13,3693038.15,Agri-Services,64941.04,3757979.19,Land Title Deeds,8801617.97,660,2317256.52,1
27,4,53.75,1025166.37,None,0,1025166.37,Gold/Jewelry,242491.2,549,1421030.85,0
52,32,37.35,1629143.36,Poultry,178791.05,1807934.41,Land Title Deeds,2787881.87,555,988690.35,1
24,3,80.67,2770820.82,Dairy,82473.71,2853294.54,Land Title Deeds,7589135.94,752,2077301.3,1
31,9,12.59,438715.61,Retail Shop,116943.33,555658.94,Land Title Deeds,952925.66,659,346379.77,1
43,19,57.62,2296328.08,Retail Shop,52718.5,2349046.58,Land Title Deeds,4891543.11,613,1520010.23,1
21,0,24.44,578538.31,Poultry,229402.86,807941.16,Land Title Deeds,2058413.92,663,650162.67,1
56,35,9.02,225115.44,Poultry,252581.59,477697.02,Land Title Deeds,749638.38,682,278493.53,1
56,35,24.92,683397.92,Poultry,90607.11,774005.03,Tractor/Machinery,642585.93,490,713356.13,1
23,0,29.7,871777.87,Poultry,176210.46,1047988.33,Land Title Deeds,2551426.15,636,841218.75,1
39,19,82.34,2718675.66,Dairy,178696.47,2897372.13,Land Title Deeds,4134336.23,694,2078041.08,1
63,42,79.76,2088178.5,Dairy,103329.69,2191508.18,Land Title Deeds,4172513.47,585,2080477.69,1
58,36,83.75,2453029.44,None,0,2453029.44,Land Title Deeds,7966533.37,557,2131247.66,1
55,34,50.06,1769602.81,Poultry,211435.87,1981038.68,Land Title Deeds,3895040.61,397,1323895,1
61,40,89.22,2148547.68,Dairy,124641.15,2273188.82,Gold/Jewelry,545355.12,639,2305721.15,1
74,50,18.53,621523.06,Dairy,86822.28,708345.35,Land Title Deeds,1476593.37,771,510214.43,1
42,19,40.81,1370396.24,Dairy,102268.52,1472664.77,Tractor/Machinery,796470.66,596,1035509.78,1
41,17,63.02,2407359.73,None,0,2407359.73,Land Title Deeds,5322240.9,681,1656960.54,1
48,28,21.67,792167.02,Poultry,170333.49,962500.5,Land Title Deeds,1202375.59,823,558338.91,1
23,1,39.18,1745118.1,None,0,1745118.1,Land Title Deeds,2633707.59,787,1040534.62,1
50,30,85.57,2189638.48,Retail Shop,128036.92,2317675.39,Gold/Jewelry,476504.25,744,2190394.8,1
33,12,46.19,1230910.06,Agri-Services,41316.6,1272226.66,Land Title Deeds,3969294.83,699,1225986.69,1
36,12,79.7,1628510.71,Agri-Services,130679.07,1759189.77,Tractor/Machinery,1354034.72,641,2051865.79,1
45,23,14.72,430261.42,Agri-Services,61159.73,491421.14,Land Title Deeds,781727.88,672,429640.01,1
27,6,74.88,2063854.08,Dairy,78356.38,2142210.46,Land Title Deeds,5415019.81,614,1929957.8,1
63,41,6.2,194145.12,None,0,194145.12,Gold/Jewelry,309303.87,623,182866.21,1
25,3,86.19,2071609.8,Poultry,181082.04,2252691.84,Land Title Deeds,4515848.51,756,2189348.02,1
73,50,62.89,1008117.18,Retail Shop,57246.86,1065364.04,Land Title Deeds,3532213.87,474,1635075.44,1
52,30,31.45,706112.47,None,0,706112.47,None,0,533,829000.17,0
56,35,13.09,265433.86,Agri-Services,83475.82,348909.68,Land Title Deeds,682761.13,647,364565.99,1
22,1,76.06,2791425.39,Dairy,160395.68,2951821.07,Tractor/Machinery,384021.82,602,1931960.57,1
57,36,24.04,887044.78,None,0,887044.78,Land Title Deeds,2059699.18,617,683372.13,1
70,47,43.36,1563166.1,Dairy,60868.66,1624034.76,Land Title Deeds,3641783.41,677,1153024.22,1
64,41,83.49,4106628.36,None,0,4106628.36,Land Title Deeds,6885830.3,728,2178971.65,1
63,43,23.96,1009364.9,Retail Shop,66183.84,1075548.74,Land Title Deeds,1216389.13,541,648273.02,1
45,24,81.44,1589019.67,None,0,1589019.67,Land Title Deeds,7130797.19,653,2103441.89,1
63,43,8.2,228092.55,Dairy,189143.47,417236.02,Gold/Jewelry,520229.88,755,234202.95,1
60,38,35.24,1170832.92,None,0,1170832.92,Land Title Deeds,2508389.53,529,902610.38,1
43,22,23.14,838234.22,None,0,838234.22,Land Title Deeds,1347134.01,687,589053.73,1
68,47,50.02,1293178.75,Poultry,284643.9,1577822.64,Land Title Deeds,4235640,480,1344012.02,1
65,44,40.76,1094919.95,Agri-Services,91213.24,1186133.19,Land Title Deeds,3252740.49,850,1080137.06,1
25,4,74.87,2312792.25,None,0,2312792.25,Land Title Deeds,6361755.16,596,1925762.83,1
38,18,78.47,598460.64,Retail Shop,91546.91,690007.54,Tractor/Machinery,773268.34,771,1988549.25,1
60,37,47.85,1203246.8,None,0,1203246.8,Land Title Deeds,3431825.75,537,1210050.76,1
30,8,10.02,257141.12,None,0,257141.12,Land Title Deeds,610427.41,695,298485.51,1
58,35,99.12,2957975.99,None,0,2957975.99,None,0,378,2552714.14,0
29,5,75.93,2488538.24,Dairy,110411.06,2598949.3,Land Title Deeds,6809376.1,695,1983364.84,1
38,16,78.28,1077971.87,Dairy,58707.33,1136679.2,Fixed Deposit,433888.9,788,1975769.42,1
74,50,91.8,2055479.04,None,0,2055479.04,Land Title Deeds,8611564.15,638,2384814.98,1
38,15,97.31,3054986.36,Retail Shop,60603.45,3115589.81,Land Title Deeds,8013933.35,582,2491670.54,1
63,43,32.83,1039583.31,Poultry,210156.17,1249739.48,Land Title Deeds,2635054.66,512,847947.03,1
24,1,90.7,3002370.77,None,0,3002370.77,Land Title Deeds,8563918.17,850,2320381.89,1
45,22,35.39,1401416.86,Retail Shop,74973.71,1476390.57,Gold/Jewelry,442884.61,608,945707.19,1
45,21,21.26,854276.92,None,0,854276.92,Land Title Deeds,2045461.68,653,560127.53,1
22,0,29.53,820105.53,None,0,820105.53,None,0,646,785513.07,0
56,33,81.56,1983126.73,Dairy,156596.51,2139723.24,Land Title Deeds,4755453.35,586,2104267.69,1
29,5,40.22,1276593.18,Poultry,218831.65,1495424.83,Gold/Jewelry,540587.81,486,1032744.26,0
51,28,89,2411779.64,Dairy,117470.22,2529249.86,Land Title Deeds,6680687.07,514,2280979.92,1
61,39,91.74,2908715.79,Retail Shop,120518.24,3029234.03,Land Title Deeds,5168959.17,420,2311510.76,1
33,12,2.69,88636.77,None,0,88636.77,Land Title Deeds,255515.95,725,103497.11,1
73,50,36.5,552028.3,Retail Shop,83547.92,635576.22,None,0,645,975689.08,0
26,2,3.11,88978.27,Dairy,98274.41,187252.68,Land Title Deeds,166326.51,473,110174.36,0
70,50,2.99,100592.59,Poultry,109781.02,210373.61,Gold/Jewelry,989984.38,697,87972.89,1
59,36,36.32,1424169.87,Dairy,145910.25,1570080.12,Land Title Deeds,2110529.95,530,986280.94,1
59,36,85.64,2039434.69,Poultry,219907.69,2259342.37,Fixed Deposit,274083.58,565,2230052.93,1
68,48,88.91,1489771.17,Poultry,247811.61,1737582.77,Land Title Deeds,6224563.74,728,2285353.92,1
46,25,88.49,2505397.48,Retail Shop,132628.27,2638025.75,Fixed Deposit,368168.58,613,2250872.72,1
22,1,19.08,519477.97,Retail Shop,94412.44,613890.41,Land Title Deeds,1237426.43,622,537501.08,1
71,47,11.7,402922.24,Dairy,125840.38,528762.62,Land Title Deeds,758571.95,617,317347.67,1
42,19,83.87,3259603.74,Retail Shop,146212.2,3405815.94,Land Title Deeds,4655732.63,850,2154887.96,1
21,0,32.66,567886.29,Retail Shop,104726.01,672612.31,None,0,632,844358.04,0
26,4,63.89,1596946.77,Agri-Services,132722.69,1729669.46,Land Title Deeds,6164178.64,753,1643369.47,1
37,17,49.52,1457435.96,Poultry,198695,1656130.97,Tractor/Machinery,1098264.47,554,1250928.69,1
60,40,32.53,563323.51,None,0,563323.51,Land Title Deeds,2070708.05,549,870898.06,1
45,22,25.41,531150.08,Retail Shop,143526.44,674676.52,Land Title Deeds,1695787.56,593,652292.1,1
63,43,41.58,1855086.05,Dairy,119200.48,1974286.54,Land Title Deeds,3372098.43,691,1084414.62,1
71,50,49.33,1591206.03,Dairy,164599.29,1755805.32,Land Title Deeds,3833813.18,709,1305311.24,1
36,15,65.85,1985026.24,None,0,1985026.24,Land Title Deeds,5435490.43,615,1715680.54,1
69,47,57.3,2190905.56,Retail Shop,60421.81,2251327.36,Land Title Deeds,2873851.68,582,1503087.46,1
60,38,83.57,3502438.03,None,0,3502438.03,Land Title Deeds,4687664.52,511,2161609.53,1
56,35,79.94,2803891.19,None,0,2803891.19,Land Title Deeds,4588400.87,569,2018178.03,1
66,43,94.14,2092153.13,Agri-Services,96939.49,2189092.61,Land Title Deeds,8162557.14,710,2383347.13,1
42,18,19.67,543001.89,Agri-Services,49531.97,592533.86,Land Title Deeds,1392014,509,562911.69,1
63,40,86.7,2619330.91,Poultry,286735.17,2906066.08,Land Title Deeds,6870131.55,476,2178915.15,1
34,14,79.02,2437899.37,Dairy,128933.86,2566833.23,Gold/Jewelry,763119.11,614,1986142.11,1
34,10,26.39,978073.03,Agri-Services,115676.83,1093749.86,Land Title Deeds,1678539.36,727,682688.91,1
25,4,66.07,1954300.28,Dairy,97698.95,2051999.24,Fixed Deposit,313296.32,733,1692424.32,1
64,40,29.64,1099318.84,Retail Shop,52874.61,1152193.45,Land Title Deeds,2188511.32,646,778891.69,1
31,7,73.37,1798785.68,None,0,1798785.68,Tractor/Machinery,1471607.87,705,1924477.22,1
67,46,80.22,2000403.5,Poultry,163108.75,2163512.25,Land Title Deeds,5345755.34,553,2089629.91,1
55,31,89.07,3126712.59,Poultry,147730.13,3274442.72,Land Title Deeds,7264955.53,589,2237892.44,1
49,27,4.67,102244.47,Agri-Services,149255.58,251500.05,Tractor/Machinery,422935.49,613,178605.59,1
32,10,66.11,2240974.43,Dairy,124986.84,2365961.27,Land Title Deeds,5183875.8,575,1663090.46,1
70,49,8.34,251528.03,Government Pension,111429.25,362957.29,Land Title Deeds,815721.15,532,282865.95,1
68,44,68.94,3296563.97,Dairy,173375.43,3469939.4,Land Title Deeds,6487244.59,600,1759669.52,1
58,36,36.47,1012968.29,None,0,1012968.29,Land Title Deeds,3452414.28,698,1011705.53,1
65,42,99.74,3239411.27,None,0,3239411.27,Fixed Deposit,491265.14,755,2516579.49,1
67,45,12.96,353686.77,Dairy,189044.24,542731.01,Tractor/Machinery,1388617.05,566,357111.73,1
59,36,23.94,537109.17,Retail Shop,78135.85,615245.02,None,0,530,691921.37,0
33,12,18.26,537933.52,Poultry,145999.78,683933.3,Land Title Deeds,1264062.97,706,491349.97,1
64,41,40.99,666742.19,Dairy,68765.33,735507.52,Land Title Deeds,3041945.71,630,1089134.13,1
51,30,77.89,2611042.44,None,0,2611042.44,Land Title Deeds,6433362.14,523,2039615.22,1
66,43,62.63,2027632.33,None,0,2027632.33,Land Title Deeds,4911868.38,554,1620714.69,1
28,4,48.73,1542958.19,Dairy,186825.63,1729783.82,Land Title Deeds,4117437.93,476,1291747.51,1
50,30,38.47,876919.63,Poultry,207548.22,1084467.85,Tractor/Machinery,734428.3,720,1039472.75,1
60,36,22.77,597608.98,Poultry,286353.71,883962.68,Land Title Deeds,1261962.87,694,583517.77,1
31,7,80.57,2264776.8,Dairy,185092.83,2449869.63,Fixed Deposit,376204.23,393,2056598,1
23,1,92.46,3447691.76,None,0,3447691.76,Land Title Deeds,9083356.24,743,2333591.99,1
51,29,42.52,1303995.4,None,0,1303995.4,Gold/Jewelry,492088.68,626,1103740.74,1
28,7,5.07,197144.94,Dairy,54880.79,252025.72,Land Title Deeds,471211.87,664,143737.23,1
55,32,81.37,1723582.56,Dairy,185667.35,1909249.91,Land Title Deeds,6670912.22,539,2123482.84,1
65,41,35.83,751071.29,Dairy,91779.52,842850.81,Tractor/Machinery,1466593.47,686,952029.85,1
39,18,81.03,2670847.07,None,0,2670847.07,Land Title Deeds,6573384.62,582,2060736.56,1
42,18,64.78,1821566.59,Poultry,201993.11,2023559.7,Gold/Jewelry,606227.07,754,1670610.81,1
51,29,98.28,2909811.34,Retail Shop,89921.94,2999733.28,Land Title Deeds,6115228.98,633,2522934.82,1
65,45,85.18,1235980.84,Dairy,81834.07,1317814.9,Land Title Deeds,5432421.49,653,2145523.15,1
74,50,76.67,2254406.88,Agri-Services,40830.37,2295237.25,Land Title Deeds,4970092.02,585,1969224.54,1
35,12,93.51,2599100.86,Poultry,138911.84,2738012.7,Tractor/Machinery,880709.86,648,2361867.15,1
43,19,59.35,1444162.63,None,0,1444162.63,Land Title Deeds,3815047.49,756,1539901.72,1
22,1,34.42,530393.08,Dairy,156578.38,686971.46,Land Title Deeds,2537166.16,789,896549.42,1
42,19,38.74,1298118.4,Poultry,299198.57,1597316.98,Land Title Deeds,3710506.12,426,1055813.86,1
69,48,5.47,217201.87,None,0,217201.87,Land Title Deeds,384470.01,744,191589.99,1
27,7,42.2,1356519.26,None,0,1356519.26,Land Title Deeds,2699586.68,625,1131901.64,1
24,2,78.8,2226769.91,None,0,2226769.91,Land Title Deeds,5552786.95,588,2050650.92,1
70,50,40.7,1054903.56,Dairy,95445.26,1150348.82,Fixed Deposit,72389.85,661,1043751.54,1
64,44,73.01,872274.62,None,0,872274.62,Land Title Deeds,4168159.7,782,1905685.32,1
66,45,69.45,2418402.27,Poultry,243319.74,2661722.01,Gold/Jewelry,964436.73,475,1791869.43,1
59,39,25.81,1024521.4,Retail Shop,110051.45,1134572.85,Land Title Deeds,1531528.4,615,655541.43,1
72,50,92.4,2632731.9,Agri-Services,64973.75,2697705.64,Land Title Deeds,7827824.82,644,2368989.18,1
32,10,17.59,888361.49,Retail Shop,127996.43,1016357.92,Land Title Deeds,1017214.5,547,498079.94,1
38,18,15.34,504625.87,Poultry,118650.41,623276.28,Tractor/Machinery,1448649.08,610,465029.09,1
37,15,89.99,2504197.74,None,0,2504197.74,Land Title Deeds,5711309.81,687,2316142.06,1
48,26,81.83,2025005.08,None,0,2025005.08,None,0,633,2097806.75,0
73,50,64.31,1616313.82,Dairy,183681.15,1799994.97,Land Title Deeds,4003045.31,490,1655526.03,1
23,3,99.18,1741332.98,Dairy,64823.39,1806156.38,Land Title Deeds,7108398.38,667,2547001.74,1
